16659	1	0	1491570661
24615	4	0	1491570661
72601	4	0	1491570661
123971	10	0	1491570661
433761	1	0	1491570661
535563	5	0	1491570661
615853	1	0	1491570661
730652	1	0	1491570661
767234	2	0	1491570661
790242	3	1	1491570661
792255	2	0	1491570661
881981	6	0	1491570661
948669	5	0	1491570661
1348009	2	0	1491570661
1433787	8	0	1491570661
1687066	2	0	1491570661
1786245	4	0	1491570661
1948638	3	0	1491570661
2136683	8	0	1491570661
2649851	10	0	1491570661
2995592	1	0	1491570661
3103047	8	0	1491570661
3307112	5	0	1491570661
3424185	1	0	1491570661
3638020	2	0	1491570661
3640380	2	0	1491570661
3895359	10	0	1491570661
3955963	1	0	1491570661
3963860	1	0	1491570661
4101380	1	0	1491570661
4134179	9	0	1491570661
4204616	1	0	1491570661
4431052	10	0	1491570661
4518379	10	0	1491570661
4520142	1	0	1491570661
4727260	1	0	1491570661
4909962	10	0	1491570661
4947691	4	0	1491570661
4948333	1	0	1491570661
5017376	8	0	1491570661
5620581	6	0	1491570661
5843734	8	0	1491570661
5850705	7	0	1491570661
5852872	1	0	1491570661
5898570	2	0	1491570661
5952750	1	0	1491570661
5970287	1	0	1491570661
6147453	2	0	1491570661
6168043	5	0	1491570661
6219443	8	0	1491570661
6309110	1	0	1491570661
6374286	1	0	1491570661
6383166	1	0	1491570661
6423573	2	0	1491570661
6463683	1	0	1491570661
6523612	2	0	1491570661
6689062	2	0	1491570661
6809578	4	0	1491570661
7154600	2	1	1491570661
7190752	2	0	1491570661
7217409	11	0	1491570661
7355789	1	0	1491570661
7547134	8	0	1491570661
7640927	8	0	1491570661
7730393	3	0	1491570661
7968356	2	0	1491570661
8012470	7	0	1491570661
8292670	1	0	1491570661
8350702	7	0	1491570661
8543736	2	0	1491570661
8640213	2	0	1491570661
8680713	9	0	1491570661
8724331	2	0	1491570661
9024427	1	0	1491570661
9124038	1	0	1491570661
9311605	5	0	1491570661
9354261	2	0	1491570661
9463749	5	0	1491570661
9693167	11	0	1491570661
9736421	9	0	1491570661
10023196	9	0	1491570661
10480379	1	0	1491570661
10539785	1	0	1491570661
10755507	2	0	1491570661
10868754	1	0	1491570661
10892007	1	0	1491570661
10903805	2	0	1491570661
10946181	1	0	1491570661
11036360	6	0	1491570661
11151617	3	1	1491570661
11175338	6	0	1491570661
11263325	9	0	1491570661
11437854	7	0	1491570661
11493698	2	0	1491570661
11886934	4	0	1491570661
11957203	2	0	1491570661
12147472	1	0	1491570661
12225904	1	0	1491570661
12267640	7	0	1491570661
12344849	6	0	1491570661
12403279	5	1	1491570661
12729150	1	0	1491570661
12733116	2	0	1491570661
12775422	2	0	1491570661
12778177	3	0	1491570661
12831129	1	0	1491570661
12981438	1	0	1491570661
13074485	1	0	1491570661
13079857	1	0	1491570661
13196242	2	0	1491570661
13304173	1	0	1491570661
13418247	5	0	1491570661
13644774	2	1	1491570661
13715779	3	0	1491570661
13720225	1	0	1491570661
13754002	4	0	1491570661
13844027	5	0	1491570661
14302462	2	0	1491570661
14459069	2	0	1491570661
14659482	6	0	1491570661
14691867	2	0	1491570661
14743907	1	0	1491570661
14950055	1	0	1491570661
15103773	6	0	1491570661
15349375	1	0	1491570661
15918520	6	0	1491570661
16007247	1	0	1491570661
16193304	9	1	1491570661
16227209	3	0	1491570661
16280261	6	0	1491570661
16548985	1	0	1491570661
16595501	7	0	1491570661
16659985	6	0	1491570661
16727049	3	0	1491570661
16842054	6	0	1491570661
17436555	7	0	1491570661
17565063	1	0	1491570661
17783599	2	0	1491570661
18642340	2	0	1491570661
19028586	3	0	1491570661
19076037	1	0	1491570661
19203394	5	0	1491570661
19370928	5	0	1491570661
19471864	4	0	1491570661
19811747	1	0	1491570661
19843078	7	0	1491570661
20113344	8	0	1491570661
20463329	1	0	1491570661
20518295	2	0	1491570661
20809225	9	0	1491570661
20820627	2	0	1491570661
20865520	1	0	1491570661
21020028	3	0	1491570661
21204720	2	0	1491570661
21264900	2	0	1491570661
21270187	2	0	1491570661
21305645	2	0	1491570661
21319595	2	0	1491570661
21681035	7	0	1491570661
21899173	2	0	1491570661
22117828	2	0	1491570661
22388932	1	0	1491570661
22522985	9	0	1491570661
22583724	2	0	1491570661
22705841	1	0	1491570661
22884716	4	0	1491570661
23337302	1	0	1491570661
23385589	1	0	1491570661
24136371	2	0	1491570661
24163565	1	0	1491570661
24435056	1	0	1491570661
24435666	1	0	1491570661
24517462	3	0	1491570661
24608170	2	0	1491570661
25046687	3	0	1491570661
25293116	1	0	1491570661
25310793	3	0	1491570661
25809722	3	0	1491570661
25842353	1	0	1491570661
26051959	2	0	1491570661
26295481	1	0	1491570661
26363034	1	0	1491570661
26402654	3	0	1491570661
26487686	7	0	1491570661
26568378	1	0	1491570661
26931180	2	0	1491570661
27554461	6	0	1491570661
27589226	9	0	1491570661
27915352	3	0	1491570661
27952503	1	0	1491570661
28420220	1	0	1491570661
28519759	1	0	1491570661
28700484	1	0	1491570661
28731800	2	0	1491570661
28853750	1	0	1491570661
28894630	2	0	1491570661
29014271	5	1	1491570661
29123027	1	0	1491570661
29479964	3	0	1491570661
30033860	2	0	1491570661
30050965	9	0	1491570661
30094403	2	0	1491570661
30272789	8	0	1491570661
30518414	3	0	1491570661
30817749	3	0	1491570661
30879513	5	0	1491570661
31395787	1	0	1491570661
31866314	1	0	1491570661
31985626	2	0	1491570661
32198901	2	0	1491570661
32262214	2	0	1491570661
32443328	2	0	1491570661
32618044	2	0	1491570661
33058916	1	0	1491570661
33094460	2	0	1491570661
33482525	2	0	1491570661
33809596	3	1	1491570661
33845855	1	0	1491570661
33871281	1	0	1491570661
33942082	2	0	1491570661
33951912	1	0	1491570661
34188934	3	0	1491570661
34526790	1	0	1491570661
34724202	1	0	1491570661
34759194	2	0	1491570661
